date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot,real_estate_value,district_translated,latitude,longitude
2022-02-20,Al Daayen,Jeryan Najima,Vacant Land,432,365.588,1700000,Jeryan Najima,25.506442965229745,51.466419091145966
2022-02-20,Al Wakrah,Al Wakrah,Vacant Land,450,309.674,1500000,Al Wakrah,,
2022-02-20,Al Wakrah,Al Wakrah,Residence,730,890.844,7000000,Al Wakrah,,
2022-02-20,Al Wakrah,Al Wukair,Vacant Land,630,221.196,1500000,Al Wukair,,
2022-02-20,Al Wakrah,Al Wukair,Residence,569,685.746,4200000,Al Wukair,,
2022-02-20,Umm Salal,Umm Slal Ali,Residence,469,417.48,2107573,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-20,Doha,Al Matar Al Qadeem,Residence,530,832.615,4750000,Al Matar Al Qadeem,25.277967458892473,51.52339248614074
2022-02-20,Doha,Hazm Al Markhiya,Residence,880,411.726,3900000,Hazm Al Markhiya,25.277967458892473,51.52339248614074
2022-02-20,Doha,Onaiza,Residence,888,732.338,7000000,Onaiza,25.277967458892473,51.52339248614074
2022-02-20,Al Rayyan,Al Waab,Residential Building,1585,996.428,17000000,Al Waab,24.928100723590358,51.08167176463156
2022-02-20,Al Rayyan,Fereej Al Manaseer,Vacant Land,1018,276.587,3030773,Fereej Al Manaseer,24.928100723590358,51.08167176463156
2022-02-20,Al Daayen,Umm Qarn,Vacant Land,664,192.505,1375887,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-20,Al Daayen,Jeryan Najima,Vacant Land,540,231.006,1342735,Jeryan Najima,25.506442965229745,51.466419091145966
2022-02-20,Al Wakrah,Al Wukair,Residence,450,200.005,968783,Al Wukair,,
2022-02-17,Al Rayyan,Izghawa,Vacant Land,444,419.943,2007000,Izghawa,24.928100723590358,51.08167176463156
2022-02-17,Al Rayyan,Bu Sidra,Residence,560,547.46,3300000,Bu Sidra,24.928100723590358,51.08167176463156
2022-02-17,Al Rayyan,Bu Hamour,Residence,525,389.305,2200000,Bu Hamour,24.928100723590358,51.08167176463156
2022-02-17,Al Daayen,Umm Qarn,Vacant Land,499,269.956,1450000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-17,Al Wakrah,Al Wukair,Vacant Land,600,229.933,1485000,Al Wukair,,
2022-02-17,Al Wakrah,Al Wukair,Vacant Land,630,229.896,1559000,Al Wukair,,
2022-02-17,Al Wakrah,Al Wukair,Residence,465,379.601,1900000,Al Wukair,,
2022-02-17,Umm Salal,Umm Ebairiya,Residence,443,450.88,2150000,Umm Ebairiya,25.468814293441394,51.34446945529472
2022-02-17,Al Rayyan,Al Sheehaniya,Vacant Land,1273,115.503,1582683,Al Sheehaniya,24.928100723590358,51.08167176463156
2022-02-17,Al Rayyan,Al Gharrafa,Apartment Complex,7231,594.852,46300000,Al Gharrafa,24.928100723590358,51.08167176463156
2022-02-17,Al Rayyan,Ain Khalid,Residence,500,492.382,2650000,Ain Khalid,24.928100723590358,51.08167176463156
2022-02-17,Al Wakrah,Al Wukair,Vacant Land,704,249.939,1894000,Al Wukair,,
2022-02-17,Al Wakrah,Al Wukair,Vacant Land,728,234.999,1841500,Al Wukair,,
2022-02-17,Umm Salal,Umm Slal Ali,Vacant Land,511,219.984,1210000,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-17,Umm Salal,Umm Slal Muhammed,Residence,420,467.232,2112298,Umm Slal Muhammed,25.468814293441394,51.34446945529472
2022-02-17,Doha,New Slata,Residence,528,351.903,2000000,New Slata,25.277967458892473,51.52339248614074
2022-02-17,Doha,Madinat Khalifa South,Vacant Land,581,423.737,2650000,Madinat Khalifa South,25.277967458892473,51.52339248614074
2022-02-17,Al Rayyan,Al Mearad,Residence,900,210.005,2034446,Al Mearad,24.928100723590358,51.08167176463156
2022-02-17,Al Rayyan,Al Waab,Residential Building,1585,1099.998,18767000,Al Waab,24.928100723590358,51.08167176463156
2022-02-16,Umm Salal,Umm Al Amad,Vacant Land,600,203.611,1315000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-16,Doha,Fereej Bin Mahmoud,Vacant Land,124,614.354,820000,Fereej Bin Mahmoud,25.277967458892473,51.52339248614074
2022-02-16,Al Rayyan,Muaither,Residence,1023,362.063,3986879,Muaither,24.928100723590358,51.08167176463156
2022-02-16,Doha,Madinat Khalifa North,Multi-purpose Building,931,1756.262,17600000,Madinat Khalifa North,25.277967458892473,51.52339248614074
2022-02-16,Al Rayyan,Bani Hajer,Residence,1854,445.125,8883126,Bani Hajer,24.928100723590358,51.08167176463156
2022-02-16,Al Rayyan,Gharrafat Al Rayyan,Residence,1050,353.913,4000000,Gharrafat Al Rayyan,24.928100723590358,51.08167176463156
2022-02-16,Al Rayyan,Mebaireek,Residence,1196,178.658,2300000,Mebaireek,24.928100723590358,51.08167176463156
2022-02-16,Al Daayen,Umm Qarn,Residence,393,579.162,2450000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-16,Al Daayen,Umm Qarn,Vacant Land,492,300.0,1588767,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-16,Al Daayen,Jeryan Jenaihat,Residence,595,343.504,2200000,Jeryan Jenaihat,25.506442965229745,51.466419091145966
2022-02-16,Al Wakrah,Al Wakrah,Residence,523,210.005,1182239,Al Wakrah,,
2022-02-16,Doha,Umm Ghuwailina,Residential Building,225,619.348,1500000,Umm Ghuwailina,25.277967458892473,51.52339248614074
2022-02-16,Doha,Najma,Multi-purpose Building,477,1400.524,7190889,Najma,25.277967458892473,51.52339248614074
2022-02-16,Al Rayyan,Izghawa 51,Vacant Land,553,299.874,1785000,Izghawa,24.928100723590358,51.08167176463156
2022-02-16,Al Rayyan,Al Sailiya,Residence,950,435.551,4453855,Al Sailiya,24.928100723590358,51.08167176463156
2022-02-16,Al Daayen,Umm Qarn,Residence,392,580.639,2450000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-16,Al Daayen,Simaisma,Vacant Land,630,221.196,1500000,Simaisma,25.506442965229745,51.466419091145966
2022-02-16,Al Wakrah,Al Wakrah,Multi-purpose Building,501,1452.966,7835502,Al Wakrah,,
2022-02-15,Umm Salal,Umm Al Amad,Vacant Land,872,237.583,2230000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-15,Al Khor,Al Khor,Vacant Land,533,220.006,1262219,Al Khor,,
2022-02-15,Doha,Al Thumama,Residence,449,537.964,2600000,Al Thumama,25.277967458892473,51.52339248614074
2022-02-15,Doha,Al Sadd,Vacant Land,889,741.964,7100000,Al Sadd,25.277967458892473,51.52339248614074
2022-02-15,Doha,Umm Lekhba,Residence,455,561.497,2750000,Umm Lekhba,25.277967458892473,51.52339248614074
2022-02-15,Al Rayyan,Al Waab,Residence,904,447.041,4350000,Al Waab,24.928100723590358,51.08167176463156
2022-02-15,Al Shamal,Al Ruwais,Residence,424,383.441,1750000,Al Ruwais,25.995427919236633,51.2017975520098
2022-02-15,Al Daayen,Jeryan Jenaihat,Residence,600,588.381,3800000,Jeryan Jenaihat,25.506442965229745,51.466419091145966
2022-02-15,Al Daayen,Leabaib,Residence,1359,365.388,5345000,Leabaib,25.506442965229745,51.466419091145966
2022-02-15,Al Wakrah,Al Wakrah,Residence,440,599.985,2841624,Al Wakrah,,
2022-02-15,Umm Salal,Umm Slal Ali,Vacant Land,8691,179.038,16749000,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-15,Doha,Fereej Bin Derhem,Residential Building,522,1400.524,7869275,Fereej Bin Derhem,25.277967458892473,51.52339248614074
2022-02-15,Al Daayen,Umm Qarn,Residence,410,552.882,2440000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-15,Al Daayen,Jeryan Jenaihat,Residential Building,1200,1474.823,19050000,Jeryan Jenaihat,25.506442965229745,51.466419091145966
2022-02-15,Umm Salal,Umm Al Amad,Residence,625,549.981,3700000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-15,Al Khor,Al Dakhira,Vacant Land,650,219.995,1539220,Al Dakhira,,
2022-02-15,Doha,Al Thumama,Vacant Land,435,280.007,1311089,Al Thumama,25.277967458892473,51.52339248614074
2022-02-15,Doha,Al Thumama,Vacant Land,600,371.609,2400000,Al Thumama,25.277967458892473,51.52339248614074
2022-02-15,Doha,Fereej Bin Derhem,Residential Building,481,1050.025,5436490,Fereej Bin Derhem,25.277967458892473,51.52339248614074
2022-02-15,Al Rayyan,New Al Rayyan,Residence,904,318.581,3100000,New Al Rayyan,24.928100723590358,51.08167176463156
2022-02-15,Al Rayyan,Al Aziziya,Residence,533,461.897,2650000,Al Aziziya,24.928100723590358,51.08167176463156
2022-02-15,Al Rayyan,Al Gharrafa,Vacant Land,375,297.287,1200000,Al Gharrafa,24.928100723590358,51.08167176463156
2022-02-15,Al Rayyan,Al Mearad,Residence,900,330.319,3200000,Al Mearad,24.928100723590358,51.08167176463156
2022-02-15,Al Rayyan,Lebday,Residence,409,414.539,1825000,Lebday,24.928100723590358,51.08167176463156
2022-02-15,Al Wakrah,Al Wakrah,Residence,522,355.947,2000000,Al Wakrah,,
2022-02-15,Al Wakrah,Al Wukair,Vacant Land,451,185.393,900000,Al Wukair,,
2022-02-14,Umm Salal,Al Kharaitiyat,Residence,527,493.598,2800000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2022-02-14,Umm Salal,Umm Slal Ali,Vacant Land,432,175.179,814593,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-14,Umm Salal,Umm Slal Ali,Residence,1234,417.481,5545300,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-14,Doha,Umm Ghuwailina,Residential Building,306,1153.688,3800000,Umm Ghuwailina,25.277967458892473,51.52339248614074
2022-02-14,Doha,Nuaija,Residence,878,370.339,3500000,Nuaija,25.277967458892473,51.52339248614074
2022-02-14,Al Rayyan,Al Mearad,Residence,896,248.845,2400000,Al Mearad,24.928100723590358,51.08167176463156
2022-02-14,Al Rayyan,Al Maamoura,Residence,494,607.235,3228922,Al Maamoura,24.928100723590358,51.08167176463156
2022-02-14,Al Shamal,Al Ruwais,Residence,1522,232.559,3809560,Al Ruwais,25.995427919236633,51.2017975520098
2022-02-14,Al Daayen,Umm Qarn,Residence,462,532.881,2650000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-14,Al Daayen,Umm Qarn,Residence,400,510.962,2200000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-14,Al Wakrah,Al Wukair,Residence,415,402.95,1800000,Al Wukair,,
2022-02-14,Umm Salal,Al Kharaitiyat,Vacant Land,634,280.007,1910874,Al Kharaitiyat,25.468814293441394,51.34446945529472
2022-02-14,Umm Salal,Al Kharaitiyat,Vacant Land,1364,280.007,4111092,Al Kharaitiyat,25.468814293441394,51.34446945529472
2022-02-14,Umm Salal,Umm Slal Ali,Vacant Land,1077,250.256,2901180,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-14,Doha,New Slata,Residence,810,355.552,3100000,New Slata,25.277967458892473,51.52339248614074
2022-02-14,Doha,Al Doha Al Jadeedah,Residential Building,431,1002.31,4650000,Al Doha Al Jadeedah,25.277967458892473,51.52339248614074
2022-02-14,Al Rayyan,New Al Rayyan,Residence,738,352.475,2800000,New Al Rayyan,24.928100723590358,51.08167176463156
2022-02-14,Al Rayyan,Muaither,Residence,1185,246.955,3150000,Muaither,24.928100723590358,51.08167176463156
2022-02-14,Al Wakrah,Al Wukair,Vacant Land,600,200.005,1291710,Al Wukair,,
2022-02-14,Doha,New Slata,Residence,808,356.432,3100000,New Slata,25.277967458892473,51.52339248614074
2022-02-14,Doha,Dahl Al Hamam,Residence,658,397.305,2814000,Dahl Al Hamam,25.277967458892473,51.52339248614074
2022-02-14,Al Rayyan,Al Mearad,Residence,473,373.18,1900000,Al Mearad,24.928100723590358,51.08167176463156
2022-02-14,Al Rayyan,Gharrafat Al Rayyan,Residence,898,397.064,3838050,Gharrafat Al Rayyan,24.928100723590358,51.08167176463156
2022-02-14,Al Wakrah,Al Wukair,Vacant Land,600,230.0,1485432,Al Wukair,,
2022-02-13,Umm Salal,Umm Slal Muhammed,Vacant Land,628,300.007,2027988,Umm Slal Muhammed,25.468814293441394,51.34446945529472
2022-02-13,Doha,Umm Ghuwailina,Residential Building,389,1874.763,7850000,Umm Ghuwailina,25.277967458892473,51.52339248614074
2022-02-13,Doha,Jeryan Najima,Residence,1225,386.777,5100000,Jeryan Najima,25.277967458892473,51.52339248614074
2022-02-13,Doha,Onaiza,Residence,1225,455.032,6000000,Onaiza,25.277967458892473,51.52339248614074
2022-02-13,Doha,Nuaija,Vacant Land,802,315.008,2717894,Nuaija,25.277967458892473,51.52339248614074
2022-02-13,Doha,Nuaija,Residence,902,411.983,4000000,Nuaija,25.277967458892473,51.52339248614074
2022-02-13,Al Rayyan,Rawdat Egdaim,Vacant Land,913,325.616,3200000,Rawdat Egdaim,24.928100723590358,51.08167176463156
2022-02-13,Al Shamal,Aba Al Dalouf,Vacant Land,1160,184.203,2300000,Aba Al Dalouf,25.995427919236633,51.2017975520098
2022-02-13,Al Daayen,Umm Qarn,Vacant Land,674,206.756,1500000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-13,Al Daayen,Umm Qarn,Residence,400,510.962,2200000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-13,Umm Salal,Umm Slal Muhammed,Vacant Land,700,210.005,1582347,Umm Slal Muhammed,25.468814293441394,51.34446945529472
2022-02-13,Al Rayyan,Al Waab,Vacant Land,1046,455.466,5128160,Al Waab,24.928100723590358,51.08167176463156
2022-02-13,Al Rayyan,Al Waab,Commercial Building,1800,1032.247,20000000,Al Waab,24.928100723590358,51.08167176463156
2022-02-13,Al Rayyan,Bu Hamour,Residence,700,335.51,2528000,Bu Hamour,24.928100723590358,51.08167176463156
2022-02-13,Al Shamal,Aba Al Dalouf,Vacant Land,1200,179.998,2325000,Aba Al Dalouf,25.995427919236633,51.2017975520098
2022-02-13,Al Daayen,Umm Qarn,Vacant Land,492,294.568,1560000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-13,Al Daayen,Umm Qarn,Vacant Land,673,207.063,1500000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-13,Al Daayen,Umm Qarn,Residence,581,455.717,2850000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-13,Al Wakrah,Al Mashaf,Residence,1118,290.839,3500000,Al Mashaf,,
2022-02-13,Al Wakrah,Al Wukair,Vacant Land,1000,148.644,1600000,Al Wukair,,
2022-02-13,Doha,Old Airport,Residence,798,432.065,3711294,Old Airport,25.277967458892473,51.52339248614074
2022-02-13,Doha,Fereej Bin Derhem,Residential Building,521,2139.783,12000000,Fereej Bin Derhem,25.277967458892473,51.52339248614074
2022-02-13,Al Rayyan,Al Maamoura,Residence,396,308.008,1312897,Al Maamoura,24.928100723590358,51.08167176463156
2022-02-13,Al Shamal,Al Ruwais,Vacant Land,435,154.837,725000,Al Ruwais,25.995427919236633,51.2017975520098
2022-02-13,Al Daayen,Al Kheesa,Residence,1050,530.87,6000000,Al Kheesa,25.506442965229745,51.466419091145966
2022-02-10,Umm Salal,Umm Al Amad,Vacant Land,560,194.929,1175000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-10,Doha,Al Sadd,Residential Building,452,789.249,3839956,Al Sadd,25.277967458892473,51.52339248614074
2022-02-10,Doha,Old Airport,Residence,540,347.523,2020000,Old Airport,25.277967458892473,51.52339248614074
2022-02-10,Doha,Umm Lekhba,Residential Building,465,1798.108,9000000,Umm Lekhba,25.277967458892473,51.52339248614074
2022-02-10,Doha,Nuaija,Residence,919,404.362,4000000,Nuaija,25.277967458892473,51.52339248614074
2022-02-10,Al Rayyan,Izghawa,Vacant Land,937,269.684,2720000,Izghawa,24.928100723590358,51.08167176463156
2022-02-10,Al Daayen,Al Sakhama,Vacant Land,633,220.148,1500000,Al Sakhama,25.506442965229745,51.466419091145966
2022-02-10,Al Daayen,Al Sakhama,Residence,456,560.266,2750000,Al Sakhama,25.506442965229745,51.466419091145966
2022-02-10,Al Wakrah,Al Wukair,Vacant Land,512,362.899,2000000,Al Wukair,,
2022-02-10,Al Wakrah,Al Wukair,Residence,450,550.843,2668175,Al Wukair,,
2022-02-10,Doha,Al Messila,Residence,413,667.236,2966220,Al Messila,25.277967458892473,51.52339248614074
2022-02-10,Doha,Umm Lekhba,Commercial Building,358,1868.425,7200000,Umm Lekhba,25.277967458892473,51.52339248614074
2022-02-10,Al Rayyan,Al Luqta,Residence,352,567.234,2146539,Al Luqta,24.928100723590358,51.08167176463156
2022-02-10,Al Rayyan,Ain Khalid,Residence,500,464.511,2500000,Ain Khalid,24.928100723590358,51.08167176463156
2022-02-10,Al Daayen,Al Ebb,Vacant Land,599,310.191,2000000,Al Ebb,25.506442965229745,51.466419091145966
2022-02-10,Al Daayen,Leabaib,Residence,559,332.387,2000000,Leabaib,25.506442965229745,51.466419091145966
2022-02-10,Umm Salal,Umm Al Amad,Vacant Land,4883,167.426,8800000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-10,Al Khor,Al Khor,Residence,616,387.23,2567574,Al Khor,,
2022-02-10,Doha,Al Thumama,Residence,477,623.244,3200000,Al Thumama,25.277967458892473,51.52339248614074
2022-02-10,Doha,Old Airport,Residence,500,464.511,2500000,Old Airport,25.277967458892473,51.52339248614074
2022-02-10,Doha,Jelaiah,Residence,620,390.339,2605000,Jelaiah,25.277967458892473,51.52339248614074
2022-02-10,Al Rayyan,Izghawa51,Vacant Land,553,300.0,1785747,Izghawa,24.928100723590358,51.08167176463156
2022-02-09,Umm Salal,Umm Slal Ali,Residence,900,292.236,2831069,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-09,Doha,Al Thumama,Residence,450,670.961,3250000,Al Thumama,25.277967458892473,51.52339248614074
2022-02-09,Doha,Al Thumama,Vacant Land,577,289.816,1800000,Al Thumama,25.277967458892473,51.52339248614074
2022-02-09,Doha,Al Messila,Residence,465,399.58,2000000,Al Messila,25.277967458892473,51.52339248614074
2022-02-09,Doha,Umm Ghuwailina,Vacant Land,153,1214.409,2000000,Umm Ghuwailina,25.277967458892473,51.52339248614074
2022-02-09,Doha,Madinat Khalifa South,Residence,590,393.654,2500000,Madinat Khalifa South,25.277967458892473,51.52339248614074
2022-02-09,Al Rayyan,New Al Rayyan,Residence,730,292.706,2300000,New Al Rayyan,24.928100723590358,51.08167176463156
2022-02-09,Al Rayyan,Bani Hajer,Residence,554,331.145,1974136,Bani Hajer,24.928100723590358,51.08167176463156
2022-02-09,Al Rayyan,Muaither,Commercial Building,9395,1038.29,105000000,Muaither,24.928100723590358,51.08167176463156
2022-02-09,Al Rayyan,Muaither,Residence,179,461.916,890000,Muaither,24.928100723590358,51.08167176463156
2022-02-09,Al Wakrah,Al Wukair,Vacant Land,1000,222.965,2400000,Al Wukair,,
2022-02-09,Umm Salal,Umm Al Amad,Vacant Land,420,176.957,800000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-09,Umm Salal,Umm Al Amad,Residence,450,392.254,1900000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-09,Umm Salal,Umm Slal Ali,Vacant Land,1080,199.826,2323000,Umm Slal Ali,25.468814293441394,51.34446945529472
2022-02-09,Al Rayyan,Al Waab,Residential Building,1046,1199.914,13510000,Al Waab,24.928100723590358,51.08167176463156
2022-02-09,Al Daayen,Umm Qarn,Vacant Land,490,299.942,1582000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-09,Al Daayen,Umm Qarn,Vacant Land,492,300.0,1588767,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-09,Umm Salal,Umm Al Amad,Vacant Land,600,199.74,1290000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-09,Umm Salal,Umm Slal Muhammed,Residence,808,467.231,4063658,Umm Slal Muhammed,25.468814293441394,51.34446945529472
2022-02-09,Al Rayyan,Old Al Rayyan,Vacant Land,4380,318.158,15000000,Old Al Rayyan,24.928100723590358,51.08167176463156
2022-02-09,Al Rayyan,Bu Hamour,Residence,758,367.687,3000000,Bu Hamour,24.928100723590358,51.08167176463156
2022-02-09,Al Daayen,Al Sakhama,Vacant Land,522,249.163,1400000,Al Sakhama,25.506442965229745,51.466419091145966
2022-02-09,Al Daayen,Umm Qarn,Residence,462,540.924,2690000,Umm Qarn,25.506442965229745,51.466419091145966
2022-02-07,Al Khor,Al Dakhira,Vacant Land,423,217.431,990000,Al Dakhira,,
2022-02-07,Doha,Al Rufaa,Multi-purpose Building,469,1386.601,7000000,Al Rufaa,25.277967458892473,51.52339248614074
2022-02-07,Doha,Umm Ghuwailina,Residence,87,640.705,600000,Umm Ghuwailina,25.277967458892473,51.52339248614074
2022-02-07,Al Rayyan,Al Aziziya,Residence,561,364.323,2200000,Al Aziziya,24.928100723590358,51.08167176463156
2022-02-07,Al Rayyan,Bu Hamour,Residence,420,519.81,2350000,Bu Hamour,24.928100723590358,51.08167176463156
2022-02-07,Al Rayyan,Muraikh,Vacant Land,652,322.973,2266667,Muraikh,24.928100723590358,51.08167176463156
2022-02-07,Al Rayyan,Muaither,Residence,360,335.48,1300000,Muaither,24.928100723590358,51.08167176463156
2022-02-07,Al Wakrah,Al Wakrah,Vacant Land,557,210.005,1259096,Al Wakrah,,
2022-02-07,Umm Salal,Al Kharaitiyat,Vacant Land,578,321.461,2000000,Al Kharaitiyat,25.468814293441394,51.34446945529472
2022-02-07,Umm Salal,Umm Al Amad,Vacant Land,572,199.935,1231000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-07,Umm Salal,Umm Al Amad,Vacant Land,600,178.063,1150000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-07,Umm Salal,Umm Al Amad,Vacant Land,1133,163.993,2000000,Umm Al Amad,25.468814293441394,51.34446945529472
2022-02-07,Doha,Al Messila,Residence,571,488.103,3000000,Al Messila,25.277967458892473,51.52339248614074
2022-02-07,Doha,Fereej Bin Omran,Residence,452,1747.056,8500000,Fereej Bin Omran,25.277967458892473,51.52339248614074
2022-02-07,Doha,Madinat Khalifa North,Residence,595,335.697,2150000,Madinat Khalifa North,25.277967458892473,51.52339248614074
